ip_address,ip_type,region
104.28.32.66/32,IPv4,GD-03
104.28.32.67/32,IPv4,GD-03
104.28.36.89/32,IPv4,GD-03
104.28.36.90/32,IPv4,GD-03
104.28.61.79/32,IPv4,GD-03
104.28.61.80/32,IPv4,GD-03
104.28.92.82/32,IPv4,GD-03
104.28.92.83/32,IPv4,GD-03
104.28.94.82/32,IPv4,GD-03
104.28.94.83/32,IPv4,GD-03
104.28.126.82/32,IPv4,GD-03
104.28.126.83/32,IPv4,GD-03
104.28.145.50/32,IPv4,GD-03
2606:54c0:3830::/45,IPv6,GD-03
2606:54c3:0:337::/64,IPv6,GD-03
2a09:bac2:3830::/45,IPv6,GD-03
2a09:bac3:3830::/45,IPv6,GD-03
