ip_address,ip_type,service,region
20.91.56.16/31,IPv4,AzureDevOps.SwedenSouth,swedensouth
20.91.91.32/28,IPv4,AzureDevOps.SwedenSouth,swedensouth
2603:1020:1104:8::118/125,IPv6,AzureDevOps.SwedenSouth,swedensouth
2603:1020:1104:800::2/128,IPv6,AzureDevOps.SwedenSouth,swedensouth
