ip_address,ip_type,region
104.28.60.44/32,IPv4,HR-21
104.28.60.45/32,IPv4,HR-21
104.28.98.8/32,IPv4,HR-21
104.28.98.9/32,IPv4,HR-21
104.28.114.6/32,IPv4,HR-21
104.28.114.7/32,IPv4,HR-21
104.28.130.19/32,IPv4,HR-21
104.28.130.20/32,IPv4,HR-21
104.28.135.2/32,IPv4,HR-21
104.28.135.3/32,IPv4,HR-21
104.28.142.86/32,IPv4,HR-21
104.28.147.255/32,IPv4,HR-21
104.28.150.33/32,IPv4,HR-21
2606:54c0:3940::/45,IPv6,HR-21
2606:54c3:0:71e::/64,IPv6,HR-21
2a09:bac2:3940::/45,IPv6,HR-21
2a09:bac3:3940::/45,IPv6,HR-21
2a04:4e41:1402:7000::/52,IPv6,HR-21
2a04:4e41:1802:8000::/52,IPv6,HR-21
2a04:4e41:4c80:8000::/52,IPv6,HR-21
2a04:4e41:4ca0:8000::/52,IPv6,HR-21
2a04:4e41:5602:7000::/52,IPv6,HR-21
140.248.18.24/31,IPv4,HR-21
140.248.34.114/31,IPv4,HR-21
140.248.36.132/31,IPv4,HR-21
146.75.169.114/31,IPv4,HR-21
146.75.180.30/31,IPv4,HR-21
