ip_address,ip_type,region
172.225.176.0/27,IPv4,FO
172.225.196.16/28,IPv4,FO
172.225.210.48/28,IPv4,FO
2a02:26f7:d080:4000::/64,IPv6,FO
2a02:26f7:d080:cd80::/64,IPv6,FO
2a02:26f7:d080:cd81::/64,IPv6,FO
2a02:26f7:d080:cd82::/64,IPv6,FO
2a02:26f7:d081:4000::/64,IPv6,FO
2a02:26f7:d084:4000::/64,IPv6,FO
2a02:26f7:d084:cd80::/64,IPv6,FO
2a02:26f7:d084:cd81::/64,IPv6,FO
2a02:26f7:d084:cd82::/64,IPv6,FO
2a02:26f7:d085:4000::/64,IPv6,FO
2a02:26f7:d088:4000::/64,IPv6,FO
2a02:26f7:d088:cd80::/64,IPv6,FO
2a02:26f7:d088:cd81::/64,IPv6,FO
2a02:26f7:d088:cd82::/64,IPv6,FO
2a02:26f7:d089:4000::/64,IPv6,FO
104.28.30.14/32,IPv4,FO
104.28.30.15/32,IPv4,FO
104.28.53.0/32,IPv4,FO
104.28.53.1/32,IPv4,FO
104.28.86.4/32,IPv4,FO
104.28.86.5/32,IPv4,FO
104.28.89.0/32,IPv4,FO
104.28.89.1/32,IPv4,FO
104.28.105.6/32,IPv4,FO
104.28.105.7/32,IPv4,FO
2606:54c0:3198::/45,IPv6,FO
2606:54c3:0:e3f::/64,IPv6,FO
2a09:bac2:3198::/45,IPv6,FO
2a09:bac3:3198::/45,IPv6,FO
2a04:4e41:1c2::/48,IPv6,FO
2a04:4e41:130d::/48,IPv6,FO
2a04:4e41:4e07::/48,IPv6,FO
140.248.40.22/31,IPv4,FO
146.75.174.10/31,IPv4,FO
146.75.200.14/31,IPv4,FO
