ip_address,ip_type,region
104.28.32.74/32,IPv4,JM-01
104.28.32.75/32,IPv4,JM-01
104.28.36.104/32,IPv4,JM-01
104.28.36.105/32,IPv4,JM-01
104.28.76.53/32,IPv4,JM-01
104.28.76.54/32,IPv4,JM-01
104.28.78.53/32,IPv4,JM-01
104.28.78.54/32,IPv4,JM-01
104.28.92.97/32,IPv4,JM-01
104.28.92.98/32,IPv4,JM-01
104.28.94.97/32,IPv4,JM-01
104.28.94.98/32,IPv4,JM-01
104.28.126.97/32,IPv4,JM-01
104.28.126.98/32,IPv4,JM-01
104.28.150.239/32,IPv4,JM-01
2606:54c0:4230::/45,IPv6,JM-01
2606:54c3:0:ad1::/64,IPv6,JM-01
2a09:bac2:4230::/45,IPv6,JM-01
2a09:bac3:4230::/45,IPv6,JM-01
2a04:4e41:3a00:9000::/52,IPv6,JM-01
2a04:4e41:3e00:3000::/52,IPv6,JM-01
2a04:4e41:7000:3000::/52,IPv6,JM-01
2a04:4e41:7200:3000::/52,IPv6,JM-01
140.248.12.24/31,IPv4,JM-01
140.248.44.64/31,IPv4,JM-01
146.75.232.24/31,IPv4,JM-01
146.75.248.24/31,IPv4,JM-01
