ip_address,ip_type,region
2a04:4e41:1302:3000::/52,IPv6,GB-PTE
2a04:4e41:1602:9000::/52,IPv6,GB-PTE
2a04:4e41:4e02:2000::/52,IPv6,GB-PTE
2a04:4e41:7402:9000::/52,IPv6,GB-PTE
140.248.40.92/31,IPv4,GB-PTE
146.75.168.106/31,IPv4,GB-PTE
146.75.174.80/31,IPv4,GB-PTE
146.75.185.106/31,IPv4,GB-PTE
