ip_address,ip_type,region
104.28.32.38/32,IPv4,CO-NSA
104.28.32.39/32,IPv4,CO-NSA
104.28.36.52/32,IPv4,CO-NSA
104.28.36.53/32,IPv4,CO-NSA
104.28.91.36/32,IPv4,CO-NSA
104.28.91.37/32,IPv4,CO-NSA
104.28.92.44/32,IPv4,CO-NSA
104.28.92.45/32,IPv4,CO-NSA
104.28.94.44/32,IPv4,CO-NSA
104.28.94.45/32,IPv4,CO-NSA
104.28.126.44/32,IPv4,CO-NSA
104.28.126.45/32,IPv4,CO-NSA
2606:54c0:26e0::/45,IPv6,CO-NSA
2606:54c3:0:1a95::/64,IPv6,CO-NSA
2a09:bac2:26e0::/45,IPv6,CO-NSA
2a09:bac3:26e0::/45,IPv6,CO-NSA
