ip_address,ip_type,region
172.225.99.192/27,IPv4,NE
172.225.159.48/28,IPv4,NE
172.225.243.32/28,IPv4,NE
2a02:26f7:ed80:4000::/64,IPv6,NE
2a02:26f7:ed80:c600::/64,IPv6,NE
2a02:26f7:ed81:4000::/64,IPv6,NE
2a02:26f7:ed88:4000::/64,IPv6,NE
2a02:26f7:ed88:c600::/64,IPv6,NE
2a02:26f7:ed89:4000::/64,IPv6,NE
2a02:26f7:ed8c:4000::/64,IPv6,NE
2a02:26f7:ed8c:c600::/64,IPv6,NE
2a02:26f7:ed8d:4000::/64,IPv6,NE
2a04:4e41:1f03::/48,IPv6,NE
2a04:4e41:4111::/48,IPv6,NE
2a04:4e41:4e13::/48,IPv6,NE
2a04:4e41:7811::/48,IPv6,NE
146.75.174.128/31,IPv4,NE
146.75.182.50/31,IPv4,NE
146.75.197.34/31,IPv4,NE
146.75.210.50/31,IPv4,NE
