ip_address,ip_type,service
2600:1f28:365:80b0::/60,IPv6,ccbot
18.97.9.168/29,IPv4,ccbot
18.97.14.80/29,IPv4,ccbot
18.97.14.88/30,IPv4,ccbot
98.85.178.216/32,IPv4,ccbot
