ip_address,ip_type,region
104.28.34.52/32,IPv4,GH-AH
104.28.34.53/32,IPv4,GH-AH
104.28.60.60/32,IPv4,GH-AH
104.28.60.61/32,IPv4,GH-AH
104.28.87.10/32,IPv4,GH-AH
104.28.87.11/32,IPv4,GH-AH
104.28.88.26/32,IPv4,GH-AH
104.28.88.27/32,IPv4,GH-AH
104.28.96.30/32,IPv4,GH-AH
104.28.96.31/32,IPv4,GH-AH
2606:54c0:3860::/45,IPv6,GH-AH
2606:54c3:0:14ce::/64,IPv6,GH-AH
2a09:bac2:3860::/45,IPv6,GH-AH
2a09:bac3:3860::/45,IPv6,GH-AH
