ip_address,ip_type,region
104.28.51.237/32,IPv4,UA-30
104.28.51.238/32,IPv4,UA-30
104.28.51.239/32,IPv4,UA-30
104.28.81.32/32,IPv4,UA-30
104.28.81.33/32,IPv4,UA-30
104.28.81.34/32,IPv4,UA-30
104.28.106.246/32,IPv4,UA-30
104.28.106.247/32,IPv4,UA-30
104.28.106.248/32,IPv4,UA-30
104.28.130.164/32,IPv4,UA-30
104.28.130.165/32,IPv4,UA-30
104.28.130.166/32,IPv4,UA-30
104.28.131.166/32,IPv4,UA-30
104.28.131.167/32,IPv4,UA-30
104.28.131.168/32,IPv4,UA-30
2606:54c0:5860::/45,IPv6,UA-30
2606:54c3:0:1a77::/64,IPv6,UA-30
2a09:bac2:5860::/45,IPv6,UA-30
2a09:bac3:5860::/45,IPv6,UA-30
2a04:4e41:1805:e000::/52,IPv6,UA-30
2a04:4e41:4ca0:f000::/52,IPv6,UA-30
2a04:4e41:5800:9000::/52,IPv6,UA-30
140.248.37.68/31,IPv4,UA-30
146.75.180.68/31,IPv4,UA-30
146.75.186.40/31,IPv4,UA-30
