ip_address,ip_type,region
104.28.80.199/32,IPv4,RO-B
104.28.80.200/32,IPv4,RO-B
104.28.106.146/32,IPv4,RO-B
104.28.106.147/32,IPv4,RO-B
104.28.114.49/32,IPv4,RO-B
104.28.114.50/32,IPv4,RO-B
104.28.130.114/32,IPv4,RO-B
104.28.130.115/32,IPv4,RO-B
104.28.131.118/32,IPv4,RO-B
104.28.131.119/32,IPv4,RO-B
104.28.142.22/32,IPv4,RO-B
104.28.142.157/32,IPv4,RO-B
104.28.142.158/32,IPv4,RO-B
104.28.143.17/32,IPv4,RO-B
104.28.143.18/32,IPv4,RO-B
104.28.143.19/32,IPv4,RO-B
104.28.143.20/32,IPv4,RO-B
104.28.143.21/32,IPv4,RO-B
104.28.143.22/32,IPv4,RO-B
104.28.143.27/32,IPv4,RO-B
104.28.143.28/32,IPv4,RO-B
104.28.143.29/32,IPv4,RO-B
104.28.143.30/32,IPv4,RO-B
104.28.143.33/32,IPv4,RO-B
104.28.143.34/32,IPv4,RO-B
104.28.143.35/32,IPv4,RO-B
104.28.143.36/32,IPv4,RO-B
104.28.143.37/32,IPv4,RO-B
104.28.143.38/32,IPv4,RO-B
104.28.143.39/32,IPv4,RO-B
104.28.143.40/32,IPv4,RO-B
104.28.143.41/32,IPv4,RO-B
104.28.143.42/32,IPv4,RO-B
104.28.143.43/32,IPv4,RO-B
104.28.143.44/32,IPv4,RO-B
2606:54c0:5040::/45,IPv6,RO-B
2606:54c0:5048::/45,IPv6,RO-B
2606:54c3:0:ecd::/64,IPv6,RO-B
2606:54c3:0:1970::/64,IPv6,RO-B
2a09:bac2:5040::/45,IPv6,RO-B
2a09:bac2:5048::/45,IPv6,RO-B
2a09:bac3:5040::/45,IPv6,RO-B
2a09:bac3:5048::/45,IPv6,RO-B
2a04:4e41:1403:b000::/52,IPv6,RO-B
2a04:4e41:1804:4000::/52,IPv6,RO-B
2a04:4e41:4ca0:b000::/52,IPv6,RO-B
2a04:4e41:5603:b000::/52,IPv6,RO-B
140.248.34.186/31,IPv4,RO-B
140.248.36.240/31,IPv4,RO-B
146.75.169.186/31,IPv4,RO-B
146.75.180.52/31,IPv4,RO-B
