ip_address,ip_type,region
43.224.32.0/22,IPv4,JP-13
45.32.8.0/21,IPv4,JP-13
45.32.16.0/21,IPv4,JP-13
45.32.24.0/21,IPv4,JP-13
45.32.32.0/19,IPv4,JP-13
45.32.248.0/21,IPv4,JP-13
45.63.120.0/22,IPv4,JP-13
45.63.124.0/22,IPv4,JP-13
45.76.48.0/21,IPv4,JP-13
45.76.96.0/20,IPv4,JP-13
45.76.192.0/19,IPv4,JP-13
45.77.8.0/21,IPv4,JP-13
45.77.16.0/20,IPv4,JP-13
45.77.128.0/21,IPv4,JP-13
45.77.176.0/21,IPv4,JP-13
66.42.32.0/20,IPv4,JP-13
104.156.238.0/23,IPv4,JP-13
104.238.148.0/22,IPv4,JP-13
104.238.160.0/23,IPv4,JP-13
107.191.52.0/23,IPv4,JP-13
107.191.60.0/23,IPv4,JP-13
108.61.126.0/23,IPv4,JP-13
108.61.160.0/22,IPv4,JP-13
108.61.180.0/22,IPv4,JP-13
108.61.186.0/23,IPv4,JP-13
108.61.200.0/23,IPv4,JP-13
108.61.223.0/24,IPv4,JP-13
108.61.246.0/23,IPv4,JP-13
108.61.250.0/24,IPv4,JP-13
108.160.128.0/20,IPv4,JP-13
139.180.192.0/20,IPv4,JP-13
149.28.16.0/20,IPv4,JP-13
167.179.64.0/18,IPv4,JP-13
173.199.81.0/24,IPv4,JP-13
198.13.32.0/20,IPv4,JP-13
198.13.48.0/20,IPv4,JP-13
202.182.96.0/20,IPv4,JP-13
202.182.112.0/20,IPv4,JP-13
207.148.88.0/21,IPv4,JP-13
207.148.96.0/20,IPv4,JP-13
207.148.112.0/22,IPv4,JP-13
209.222.31.0/24,IPv4,JP-13
2001:19f0:7000::/38,IPv6,JP-13
2401:c080:1000::/38,IPv6,JP-13
