ip_address,ip_type,region
2a02:26f7:b600:db49::/64,IPv6,PH-RIZ
2a02:26f7:b601:db49::/64,IPv6,PH-RIZ
2a02:26f7:b604:db49::/64,IPv6,PH-RIZ
2a02:26f7:b608:db49::/64,IPv6,PH-RIZ
