ip_address,ip_type,region
104.28.60.240/32,IPv4,EG-KB
104.28.60.241/32,IPv4,EG-KB
104.28.81.68/32,IPv4,EG-KB
104.28.81.69/32,IPv4,EG-KB
104.28.107.29/32,IPv4,EG-KB
104.28.107.30/32,IPv4,EG-KB
104.28.130.198/32,IPv4,EG-KB
104.28.130.199/32,IPv4,EG-KB
104.28.131.199/32,IPv4,EG-KB
104.28.131.200/32,IPv4,EG-KB
2606:54c0:3078::/45,IPv6,EG-KB
2606:54c3:0:945::/64,IPv6,EG-KB
2a09:bac2:3078::/45,IPv6,EG-KB
2a09:bac3:3078::/45,IPv6,EG-KB
