ip_address,ip_type,region
104.28.136.218/32,IPv4,GB-TRF
104.28.139.239/32,IPv4,GB-TRF
104.28.141.146/32,IPv4,GB-TRF
104.28.141.176/32,IPv4,GB-TRF
104.28.141.177/32,IPv4,GB-TRF
104.28.141.252/32,IPv4,GB-TRF
104.28.141.253/32,IPv4,GB-TRF
104.28.142.8/32,IPv4,GB-TRF
104.28.142.9/32,IPv4,GB-TRF
104.28.142.10/32,IPv4,GB-TRF
104.28.142.11/32,IPv4,GB-TRF
104.28.142.12/32,IPv4,GB-TRF
104.28.142.68/32,IPv4,GB-TRF
104.28.142.131/32,IPv4,GB-TRF
104.28.143.76/32,IPv4,GB-TRF
104.28.143.77/32,IPv4,GB-TRF
104.28.143.78/32,IPv4,GB-TRF
104.28.143.91/32,IPv4,GB-TRF
104.28.146.119/32,IPv4,GB-TRF
104.28.146.120/32,IPv4,GB-TRF
104.28.149.180/32,IPv4,GB-TRF
104.28.149.181/32,IPv4,GB-TRF
104.28.149.209/32,IPv4,GB-TRF
104.28.149.234/32,IPv4,GB-TRF
104.28.149.235/32,IPv4,GB-TRF
2606:54c0:3820::/45,IPv6,GB-TRF
2606:54c3:0:155e::/64,IPv6,GB-TRF
2a09:bac2:3820::/45,IPv6,GB-TRF
2a09:bac3:3820::/45,IPv6,GB-TRF
