ip_address,ip_type,region
2a02:26f7:b600:db0d::/64,IPv6,PH-BUK
2a02:26f7:b601:db0d::/64,IPv6,PH-BUK
2a02:26f7:b604:db0d::/64,IPv6,PH-BUK
2a02:26f7:b608:db0d::/64,IPv6,PH-BUK
