ip_address,ip_type,region
172.224.226.144/28,IPv4,GW
172.225.178.144/28,IPv4,GW
172.225.192.160/28,IPv4,GW
172.225.212.192/28,IPv4,GW
172.226.183.128/27,IPv4,GW
2a02:26f7:cbc0:4000::/64,IPv6,GW
2a02:26f7:cbc0:c340::/64,IPv6,GW
2a02:26f7:cbc1:4000::/64,IPv6,GW
2a02:26f7:cbc2:4000::/64,IPv6,GW
2a02:26f7:cbc2:c340::/64,IPv6,GW
2a02:26f7:cbc3:4000::/64,IPv6,GW
2a02:26f7:cbc4:4000::/64,IPv6,GW
2a02:26f7:cbc4:c340::/64,IPv6,GW
2a02:26f7:cbc5:4000::/64,IPv6,GW
2a02:26f7:cbc6:4000::/64,IPv6,GW
2a02:26f7:cbc6:c340::/64,IPv6,GW
2a02:26f7:cbc7:4000::/64,IPv6,GW
2a02:26f7:cbcc:4000::/64,IPv6,GW
2a02:26f7:cbcc:c340::/64,IPv6,GW
2a02:26f7:cbcd:4000::/64,IPv6,GW
2a04:4e41:1313::/48,IPv6,GW
2a04:4e41:410c::/48,IPv6,GW
2a04:4e41:4e0c::/48,IPv6,GW
2a04:4e41:780c::/48,IPv6,GW
140.248.40.128/31,IPv4,GW
146.75.174.110/31,IPv4,GW
146.75.182.36/31,IPv4,GW
146.75.210.36/31,IPv4,GW
