ip_address,ip_type,region
172.225.72.128/26,IPv4,ID-MA
172.225.78.224/27,IPv4,ID-MA
172.225.114.32/28,IPv4,ID-MA
172.225.180.32/28,IPv4,ID-MA
172.225.211.48/28,IPv4,ID-MA
2a02:26f7:c7c0:4000::/64,IPv6,ID-MA
2a02:26f7:c7c1:4000::/64,IPv6,ID-MA
2a02:26f7:c7c2:4000::/64,IPv6,ID-MA
2a02:26f7:c7c3:4000::/64,IPv6,ID-MA
2a02:26f7:c7c4:4000::/64,IPv6,ID-MA
2a02:26f7:c7c5:4000::/64,IPv6,ID-MA
2a02:26f7:c7c8:4000::/64,IPv6,ID-MA
2a02:26f7:c7c9:4000::/64,IPv6,ID-MA
2a02:26f7:c7ca:4000::/64,IPv6,ID-MA
2a02:26f7:c7cb:4000::/64,IPv6,ID-MA
