ip_address,ip_type,service
52.84.151.0/24,IPv4,zoom-cdn
170.114.45.0/24,IPv4,zoom-cdn
170.114.46.0/24,IPv4,zoom-cdn
2407:30c0:180::/48,IPv6,zoom-cdn
2407:30c0:181::/48,IPv6,zoom-cdn
2600:9000:2600::/48,IPv6,zoom-cdn
