ip_address,ip_type,service,region
102.37.166.220/31,IPv4,ApiManagement.SouthAfricaNorth,southafricanorth
102.133.130.197/32,IPv4,ApiManagement.SouthAfricaNorth,southafricanorth
102.133.154.4/31,IPv4,ApiManagement.SouthAfricaNorth,southafricanorth
102.133.156.0/28,IPv4,ApiManagement.SouthAfricaNorth,southafricanorth
2603:1000:104:402::140/124,IPv6,ApiManagement.SouthAfricaNorth,southafricanorth
