ip_address,ip_type,region
104.28.40.112/32,IPv4,GB-CRF
104.28.40.113/32,IPv4,GB-CRF
104.28.42.108/32,IPv4,GB-CRF
104.28.42.109/32,IPv4,GB-CRF
104.28.53.49/32,IPv4,GB-CRF
104.28.53.50/32,IPv4,GB-CRF
104.28.86.78/32,IPv4,GB-CRF
104.28.86.79/32,IPv4,GB-CRF
104.28.89.49/32,IPv4,GB-CRF
104.28.89.50/32,IPv4,GB-CRF
2606:54c0:3770::/45,IPv6,GB-CRF
2606:54c3:0:c0c::/64,IPv6,GB-CRF
2a09:bac2:3770::/45,IPv6,GB-CRF
2a09:bac3:3770::/45,IPv6,GB-CRF
2a04:4e41:1300:8000::/52,IPv6,GB-CRF
2a04:4e41:1600:e000::/52,IPv6,GB-CRF
2a04:4e41:4e00:7000::/52,IPv6,GB-CRF
2a04:4e41:7400:e000::/52,IPv6,GB-CRF
140.248.40.38/31,IPv4,GB-CRF
146.75.168.52/31,IPv4,GB-CRF
146.75.174.26/31,IPv4,GB-CRF
146.75.185.52/31,IPv4,GB-CRF
