ip_address,ip_type,region
2a04:4e41:800:6000::/52,IPv6,ES-SS
2a04:4e41:1600:7000::/52,IPv6,ES-SS
2a04:4e41:4100:4000::/52,IPv6,ES-SS
2a04:4e41:4800:6000::/52,IPv6,ES-SS
2a04:4e41:7400:7000::/52,IPv6,ES-SS
2a04:4e41:7800:4000::/52,IPv6,ES-SS
140.248.24.22/31,IPv4,ES-SS
140.248.41.22/31,IPv4,ES-SS
146.75.168.36/31,IPv4,ES-SS
146.75.182.24/31,IPv4,ES-SS
146.75.185.36/31,IPv4,ES-SS
146.75.210.24/31,IPv4,ES-SS
