ip_address,ip_type
45.60.0.0/16,IPv4
45.64.64.0/22,IPv4
45.223.0.0/16,IPv4
103.28.248.0/22,IPv4
107.154.0.0/16,IPv4
131.125.128.0/17,IPv4
149.126.72.0/21,IPv4
185.11.124.0/22,IPv4
192.230.64.0/18,IPv4
198.143.32.0/19,IPv4
199.83.128.0/21,IPv4
2a02:e980::/29,IPv6
