ip_address,ip_type,region
2a04:4e41:1c0:7000::/52,IPv6,NO-11
2a04:4e41:4c40:1000::/52,IPv6,NO-11
146.75.200.22/31,IPv4,NO-11
146.75.218.4/31,IPv4,NO-11
