ip_address,ip_type,region
2a02:26f7:e340:542c::/64,IPv6,CH-SG
2a02:26f7:e340:542d::/64,IPv6,CH-SG
2a02:26f7:e340:542e::/64,IPv6,CH-SG
2a02:26f7:e340:542f::/64,IPv6,CH-SG
2a02:26f7:e340:5430::/64,IPv6,CH-SG
2a02:26f7:e340:5431::/64,IPv6,CH-SG
2a02:26f7:e340:5432::/64,IPv6,CH-SG
2a02:26f7:e340:5433::/64,IPv6,CH-SG
2a02:26f7:e340:5434::/64,IPv6,CH-SG
2a02:26f7:e342:542c::/64,IPv6,CH-SG
2a02:26f7:e342:542d::/64,IPv6,CH-SG
2a02:26f7:e342:542e::/64,IPv6,CH-SG
2a02:26f7:e342:542f::/64,IPv6,CH-SG
2a02:26f7:e342:5430::/64,IPv6,CH-SG
2a02:26f7:e342:5431::/64,IPv6,CH-SG
2a02:26f7:e342:5432::/64,IPv6,CH-SG
2a02:26f7:e342:5433::/64,IPv6,CH-SG
2a02:26f7:e342:5434::/64,IPv6,CH-SG
2a02:26f7:e344:542c::/64,IPv6,CH-SG
2a02:26f7:e344:542d::/64,IPv6,CH-SG
2a02:26f7:e344:542e::/64,IPv6,CH-SG
2a02:26f7:e344:542f::/64,IPv6,CH-SG
2a02:26f7:e344:5430::/64,IPv6,CH-SG
2a02:26f7:e344:5431::/64,IPv6,CH-SG
2a02:26f7:e344:5432::/64,IPv6,CH-SG
2a02:26f7:e344:5433::/64,IPv6,CH-SG
2a02:26f7:e344:5434::/64,IPv6,CH-SG
2a02:26f7:e348:542c::/64,IPv6,CH-SG
2a02:26f7:e348:542d::/64,IPv6,CH-SG
2a02:26f7:e348:542e::/64,IPv6,CH-SG
2a02:26f7:e348:542f::/64,IPv6,CH-SG
2a02:26f7:e348:5430::/64,IPv6,CH-SG
2a02:26f7:e348:5431::/64,IPv6,CH-SG
2a02:26f7:e348:5432::/64,IPv6,CH-SG
2a02:26f7:e348:5433::/64,IPv6,CH-SG
2a02:26f7:e348:5434::/64,IPv6,CH-SG
2a02:26f7:e34c:542c::/64,IPv6,CH-SG
2a02:26f7:e34c:542d::/64,IPv6,CH-SG
2a02:26f7:e34c:542e::/64,IPv6,CH-SG
2a02:26f7:e34c:542f::/64,IPv6,CH-SG
2a02:26f7:e34c:5430::/64,IPv6,CH-SG
2a02:26f7:e34c:5431::/64,IPv6,CH-SG
2a02:26f7:e34c:5432::/64,IPv6,CH-SG
2a02:26f7:e34c:5433::/64,IPv6,CH-SG
2a02:26f7:e34c:5434::/64,IPv6,CH-SG
