ip_address,ip_type,service,region
51.53.168.64/26,IPv4,GatewayManager.TaiwanNorthwest,taiwannorthwest
2603:1040:1202::40/122,IPv6,GatewayManager.TaiwanNorthwest,taiwannorthwest
