ip_address,ip_type,region
104.28.60.0/32,IPv4,AL-11
104.28.60.1/32,IPv4,AL-11
104.28.80.10/32,IPv4,AL-11
104.28.80.11/32,IPv4,AL-11
104.28.98.0/32,IPv4,AL-11
104.28.98.1/32,IPv4,AL-11
104.28.106.10/32,IPv4,AL-11
104.28.106.11/32,IPv4,AL-11
104.28.130.0/32,IPv4,AL-11
104.28.130.1/32,IPv4,AL-11
104.28.149.134/32,IPv4,AL-11
2606:54c0:50::/45,IPv6,AL-11
2606:54c3:0:41b::/64,IPv6,AL-11
2a09:bac2:50::/45,IPv6,AL-11
2a09:bac3:50::/45,IPv6,AL-11
2a04:4e41:1300::/52,IPv6,AL-11
2a04:4e41:1400::/52,IPv6,AL-11
2a04:4e41:1800::/52,IPv6,AL-11
2a04:4e41:5600::/52,IPv6,AL-11
140.248.34.4/31,IPv4,AL-11
140.248.36.4/31,IPv4,AL-11
140.248.40.4/31,IPv4,AL-11
146.75.169.4/31,IPv4,AL-11
